Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,-0.7131
2006-06-30,0.7296
2006-09-30,1.1158
2006-12-31,1.6019
2007-03-31,2.6318
2007-06-30,2.4802
2007-09-30,2.5452
2007-12-31,0.9492
2008-03-31,1.5268
2008-06-30,1.2759
2008-09-30,0.6955
2008-12-31,4.2263
2009-03-31,1.1168
2009-06-30,0.0232
2009-09-30,-0.3291
2009-12-31,-1.8314
2010-03-31,1.5315
2010-06-30,0.885
2010-09-30,-0.9491
2010-12-31,-2.3495
2011-03-31,7.0476
2011-06-30,2.1397
2011-09-30,0.8801
2011-12-31,1.2508
2012-03-31,1.5051
2012-06-30,1.0712
2012-09-30,1.8665
2012-12-31,1.5647
2013-03-31,0.6288
2013-06-30,0.6295
2013-09-30,0.4548
2013-12-31,-0.5189
2014-03-31,1.151
2014-06-30,1.6625
2014-09-30,2.7312
2014-12-31,10.5527
2015-03-31,0.0411
2015-06-30,0.5178
2015-09-30,0.0184
2015-12-31,0.0
2016-03-31,0.4143
2016-06-30,0.5425
2016-09-30,0.497
2016-12-31,0.4633
2017-03-31,1.3641
